855475	852294
851306	850934
856827	850741
852586	852403
856482	853995
852876	853522
855630	856387
855361	852531
853670	856081
850349	856040
853064	851996
854777	854748
856297	854345
854181	856331
856207	853522
850551	850893
855458	853688
853031	856741
856119	855144
856373	853275
852856	852093
856612	853560
851549	851159
855802	855230
856387	853185
853641	856870
852135	854328
850419	852295
852803	856741
853508	853522
855478	856409
851762	854388
852947	851500
852383	854315
856862	853848
856613	851153
851503	850879
850734	855228
851264	855337
851314	855255
854879	850897
854660	852200
851844	853275
854144	853687
850450	854465
852407	856279
856049	854506
851442	853252
855983	855950
856521	853089
856130	852695
851536	855236
853507	852916
856862	855586
850698	850998
856301	852088
853010	851782
853261	852172
852407	856697
856482	851213
851723	854106
855584	850504
854414	854418
853350	855269
855957	854286
854826	855633
851359	854294
853686	853303
853334	855409
854957	856221
853682	856863
856337	854181
856089	855238
852079	850713
853172	852351
852991	851740
850863	851591
854119	856731
855977	853335
855315	851064
853958	851919
850734	854915
853967	853522
851143	853416
852665	856482
855622	852951
850543	852892
850713	856354
850863	855449
855950	851623
856652	854713
852474	854286
853846	851691
855568	855535
854781	853559
856709	851877
853582	856011
855709	854036
853654	855897
853350	855598
856543	853863
853904	850528
852780	850369
856807	852457
852951	853086
854819	850888
852702	853647
1466445	852295
853859	854433
856843	853751
856029	852951
850643	855892
850499	852122
855237	852660
855836	853369
853096	851561
851326	856076
852425	855983
853803	854418
853638	854273
855529	855897
856275	852853
856255	851548
851314	851064
854994	852351
852824	856279
850678	855956
853729	856514
852694	850885
855460	850879
855828	854540
856029	850721
856278	853920
855640	850540
853581	852805
852385	853353
851789	856537
850843	852122
851150	853353
852457	855052
856382	856835
852019	853325
856076	856831
855003	854957
855500	856459
856543	852828
856154	852833
851427	852026
856220	854335
856274	856854
856821	851366
856821	854851
851252	856921
850538	851368
851418	856076
856030	856738
851488	852931
854175	856460
853818	853560
856317	853369
852122	851319
853589	856508
851606	851113
855425	850330
851441	851774
850914	853743
852951	856140
854819	856387
852506	854764
856537	855332
856482	852636
854713	853406
851452	853936
854423	852457
854694	853522
850963	855751
853870	851996
851891	856545
852872	855255
855253	851142
854092	854036
852513	855917
853575	852088
852839	850744
852973	855345
853843	856547
854918	855922
854421	850920
855171	854533
854997	852675
855077	854555
855215	850772
