179298	183352
178620	176503
171939	173074
176848	177318
188582	172949
175545	172840
177018	175975
175355	172277
175195	176782
172625	180111
180985	175195
179677	185757
180278	172373
174317	175195
173558	178311
172329	177373
187528	177180
180473	191448
177701	189785
176263	179423
178336	174081
171872	177701
180896	172268
175815	179971
179677	175867
171970	178487
171890	186111
185013	172312
175750	175638
175227	177398
176466	176709
179841	173431
179416	176783
174312	175629
173822	172773
178074	176667
173217	174234
177373	174551
176639	177503
172878	179709
177374	175993
174317	175049
185718	179256
175195	180251
176758	177342
179488	179678
173973	180228
173293	191623
174197	176625
183355	179709
175227	172933
176172	176434
176608	185635
185757	174176
176608	185757
187528	187152
190148	175697
176626	185757
178465	172074
174267	172074
171853	176503
172948	175022
175837	189346
177046	179945
176608	178734
179154	179959
172309	177704
175227	178801
172674	173053
176511	175056
175753	179439
179013	176503
177715	175781
174371	187728
176939	176282
174915	174317
188180	172532
173205	178311
178020	187826
176172	178311
175827	176210
184910	174744
189695	174401
176397	173255
179389	173276
175227	174924
179677	266854
173293	178311
176139	175501
189157	180681
190775	175249
173288	172704
175922	175653
175502	178612
183914	174105
172090	178942
179709	176210
176608	188722
174596	179709
177895	176200
175985	187728
3565888	175877
172679	173319
179817	174399
191797	172612
176872	174785
177860	171715
174560	176322
181621	187902
178870	173846
179597	171788
180040	190293
179824	180423
172687	189017
176289	178311
175428	178104
175832	179817
182229	177203
184201	181348
172192	176576
175355	175867
175921	175556
180357	173260
3565610	176143
177046	174254
177701	172196
180264	177600
172737	172612
175696	179469
191713	172061
180419	174964
174309	176141
175638	174313
181191	177229
174350	174059
178953	174504
175099	178186
176808	179945
177706	175993
172807	175227
178357	181251
183935	177701
171715	180601
176507	179124
178411	175195
181775	174317
175462	176661
172297	175827
175977	179272
172395	177701
177600	174924
175315	178295
179677	178821
172933	181251
178401	174317
175227	179022
180221	188802
172948	181251
190865	175195
172944	175205
176328	172611
176608	187692
176608	187728
176289	174317
175638	183022
174663	180819
188608	175977
184201	179151
177788	175986
174698	173271
174364	173440
180168	176834
172061	183365
180727	181621
178507	172594
180938	178929
176566	184441
175840	177455
190715	172532
179111	175202
176507	180616
172061	171917
173260	180608
176091	183192
179522	172657
175697	175195
174317	173287
172268	176793
175008	173149
180760	177527
179304	175774
174475	179981
188348	175195
174673	177497
190486	172948
176639	175227
175195	174836
189017	177503
187728	178904
177317	176702
189033	177798
172687	172886
189457	178989
180264	185632
176397	180264
175107	176373
184162	175778
180515	172728
182915	179027
181662	172062
188148	175195
179358	176228
179718	171599
182229	176660
185718	179439
175195	172214
175817	181251
174638	179274
175909	173099
175142	177839
181324	172817
175879	174317
176614	177815
172870	175986
172775	259498
176061	172773
174789	172794
175734	181251
175976	176131
176284	183851
177048	180251
187528	184715
172549	172667
180468	173064
188838	172061
190865	182077
182136	171853
173276	179693
175422	190419
177286	178104
179202	179999
177577	178357
176641	174090
171872	177436
187933	179439
175890	174240
181800	175355
3565577	3565860
176061	180343
179338	177046
172746	174256
175781	188802
176614	173773
177994	178320
185682	178732
190148	177250
181191	175227
174848	187152
176830	174475
173232	172977
175604	177788
172238	179493
190148	175168
260097	179739
175815	181899
175638	187817
176148	177914
178692	178964
177021	181524
182393	178547
180473	177455
176815	179439
175909	179998
172693	177342
177096	174317
179423	174504
180741	171788
186214	187728
175886	180844
172268	175006
174664	171745
186214	173288
172129	172291
191448	191509
178997	177170
175195	191538
172907	172258
172901	179439
184201	176120
179171	191528
175815	179569
175683	175086
172268	173818
174105	178821
171745	173872
181800	178904
177342	179476
183220	173074
177701	178901
177046	171770
176900	173998
174531	173695
176453	175909
175133	174350
174531	183844
177533	183261
172091	178942
172141	178814
176511	177701
172397	181400
184922	173323
173953	178311
181356	192091
175738	178603
176755	177461
177687	172609
175716	3565011
189157	172948
172610	174399
175895	178342
172247	175195
174317	189645
173276	185868
174680	178311
3565440	173329
172687	177533
179677	191516
172977	187217
179823	172532
173840	181004
172768	180326
176128	175133
181261	173015
183040	175571
187810	176608
173945	173138
176128	172870
178812	173404
175227	176951
176348	172609
178943	3565011
176639	175792
180864	181661
181400	179119
176816	173016
176783	179587
174317	178801
174612	187515
180357	179709
173873	171995
177617	171888
177749	189435
175227	177195
179533	179534
175195	174239
177373	177342
179171	181501
176954	187178
180497	172817
175227	172297
171958	181251
175638	191743
174964	177921
176507	177545
177616	178357
175195	182945
176507	172989
173404	173227
177431	192006
178870	179211
173373	172562
175638	179339
173347	181990
174600	175227
174029	176608
182929	179709
180473	178997
179597	172268
176152	172399
176661	180313
172374	172342
178829	179709
177431	180735
176143	177655
172390	176185
179677	186189
179017	175094
176268	175872
176608	177843
172839	177476
173842	176640
173165	172773
185248	179162
176657	189346
176430	174105
176608	188522
174095	179071
188034	179040
190777	174050
174663	182643
174744	173134
177701	175789
177629	180582
172061	182325
174275	176002
189799	178311
180790	180810
173137	181166
172679	172942
173015	175227
173288	175416
179597	175006
187528	184261
182817	175207
177865	182136
176639	179592
175227	175789
179040	191174
175195	180479
179824	176390
175792	191743
175455	177436
179677	176328
174089	177604
172653	176061
175462	174350
177373	177573
178020	173449
179878	176606
172948	172728
179439	188694
178756	180663
189846	175502
186085	189017
185757	172685
176793	171635
175925	189017
187528	181231
176639	174317
187728	177698
175238	177704
174964	172933
176289	175195
173319	172399
172259	179353
174105	177604
174744	175339
173505	176808
174924	176161
175443	176503
179824	179302
179747	174751
173449	179616
173187	176373
179677	174399
172699	175195
177618	174964
173293	174174
177481	173404
173276	179971
177601	176798
173449	175021
175986	179709
181153	175638
180431	176100
180053	175299
176490	178311
173440	172329
172399	172458
174443	175355
175638	175637
175868	178732
175922	175612
175837	172342
175980	175636
172461	178942
173293	176637
177114	178357
176328	175133
185757	171804
176640	172298
175502	176866
182781	176608
177046	177108
175545	172592
171602	181524
172141	175716
177018	171602
173214	186214
172335	179256
173953	175195
180982	173287
188034	172373
181556	174699
173870	176128
173293	191026
182458	175726
179145	171715
175588	180622
191026	177533
181577	176164
178942	172277
174317	178186
176268	175297
175796	172977
179612	191526
176927	172278
176925	176506
187528	180468
176200	178311
176348	177658
180473	178547
173147	176503
179637	178942
173808	178535
178870	183957
177658	174926
175018	178870
179902	174620
172679	177374
179823	185757
179027	185757
175837	173976
171770	187345
183176	174847
178926	182136
179737	177732
185757	177366
174964	183859
173151	187528
266820	179484
173373	177533
176608	176391
176453	176798
181261	181251
179709	178958
173293	175443
178260	179073
171954	172728
189033	179775
178745	179533
185123	175270
172679	172542
190775	176605
174582	173846
175361	174464
187728	175764
172301	175338
178305	181231
175230	179902
172390	173053
175977	178845
178409	178260
174347	171788
177236	178612
173365	178459
179597	177342
175071	172330
260216	174789
184284	176180
187728	176254
175462	175195
173293	180050
179059	172842
177533	182678
180053	175467
175195	172610
176159	184746
174638	177356
181662	173973
177701	179592
175895	174289
178061	174663
176639	172760
175195	180771
176641	178342
179677	176383
177057	172373
173332	175195
179902	181265
175638	177873
189695	174664
181577	187635
187528	190110
175638	181043
181319	175638
179437	180819
175783	177701
180880	175877
177948	173288
172195	179256
190213	185991
176639	176196
184406	175227
180264	174464
178914	180264
179935	174399
182578	175133
180907	174464
172775	175667
181255	175227
171679	172839
182136	179428
179945	171621
175604	175168
174744	176051
175638	185741
174964	175466
172933	181400
175462	172679
172839	178696
181348	175355
176061	180986
172653	175781
174269	177701
179423	173953
172259	179049
188455	173149
178465	172201
179817	181621
174535	177701
186716	175604
172302	191743
187728	171647
174768	175545
178064	175022
190457	184873
180765	174317
173293	181501
176773	180827
179607	177342
174751	178942
172215	175227
172839	181491
177687	175195
179971	259839
175604	180473
176740	174475
179677	191125
190704	177107
177591	172977
179677	181405
266820	178777
178989	175195
176179	178942
176061	191813
172610	175909
175636	176565
176348	176161
180844	176858
175270	179302
178357	181644
176783	181230
177203	178311
179656	177704
183957	173288
181062	175604
175922	176445
173293	266819
173449	188228
175545	174484
177860	176608
178064	176052
181251	178311
177583	176503
175117	178074
175227	180771
171774	174663
172141	184904
176210	174267
173846	187826
175133	178873
187728	175962
189695	178311
181620	179352
175628	180844
173401	175813
173384	179493
176605	179709
172059	178357
176626	177007
172589	172817
175502	172358
181166	190226
181480	177415
171739	178311
185248	180264
174309	180049
175879	172857
190865	172779
176639	175207
175227	177425
175204	176503
3565767	175959
190457	178845
176808	174240
172297	176087
171745	176254
182262	173288
179824	181666
175444	175578
180497	266854
177419	177244
175922	176047
174399	175195
172881	175195
175827	178260
176200	175545
177655	171838
172657	177604
181331	176322
180864	173364
180520	178311
172698	176024
181524	172082
174964	177217
172746	178159
175195	172768
189167	190976
174029	174317
179522	176198
181566	189017
175007	172431
171736	184441
182817	181284
179677	178257
175203	178357
177533	172234
175955	174207
182136	171977
175227	179709
173293	173277
180606	172737
175227	175423
177701	171776
176116	178777
172259	184980
175853	176161
173404	179162
182010	177342
175195	184419
177046	176832
176519	175121
175604	259996
179677	175726
171952	173293
179612	173744
175297	173740
182136	179429
187076	176115
174863	178738
172609	173818
175946	174789
176637	181251
179439	179256
178870	179273
173053	181251
179709	177983
181481	190226
186142	179439
176007	172277
173340	173846
176161	176637
174337	182136
175195	179145
179677	172021
175904	176453
171792	178942
172657	178732
176328	175703
190865	177048
181348	175205
173589	190302
179338	174785
171715	179709
180111	173288
173311	172826
176765	176128
178229	180419
177229	175133
188728	174664
178465	175638
190148	180149
185357	176344
172134	177749
176639	176517
181121	173681
187728	178012
190457	179262
175878	175195
179049	176152
175545	172829
183123	178942
180264	188802
174520	189689
180357	171907
176536	172886
191026	175195
171954	176143
174269	174317
173086	172213
174076	184441
173840	191199
174789	180413
191199	180601
171607	176023
180725	187855
172657	172219
181248	177342
173174	181058
175789	174105
175007	180987
174551	266854
173958	176087
172505	178026
177373	173120
189791	174105
179677	175970
177820	175815
178409	176796
171959	174317
178132	172751
172591	173338
191697	178208
175638	173768
181340	177701
176268	174826
172374	174698
175955	178311
179709	185409
172948	173293
175955	179051
172061	178398
173277	178311
175195	178117
175734	173293
177473	182578
185096	174663
175054	180431
181679	181251
176313	178732
183777	179439
176376	177046
174571	173384
174029	181261
175227	175867
187178	174512
175227	172395
186214	192091
175753	174464
177229	180473
176268	175416
175018	176136
175195	173976
174557	180601
176957	177749
189995	185757
180781	175205
